18,13,8,3,4,4,11,16,21,14,19,25,30,24,30,30,25,31,26,26,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,14,14,19,25,30,24,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,9,
9,10,4,4,4,4,10,15,14,14,19,25,30,24,24,30,30,25,32,32,26,32,27,27,21,16,9,8,1,1,2,9,4,3,10,10,15,
15,9,4,4,4,4,10,15,14,14,19,26,19,24,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,3,
3,3,10,4,4,4,10,15,14,14,19,25,31,31,30,30,25,31,32,32,26,33,27,27,21,15,8,8,1,1,2,8,1,8,3,4,3,
3,3,4,4,4,4,10,15,14,14,19,25,30,24,30,30,25,25,32,32,27,27,27,27,27,20,14,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,14,14,19,25,30,24,31,30,30,31,26,26,27,27,27,27,21,15,8,8,1,1,8,9,4,3,8,8,8,
8,9,3,4,4,4,10,15,14,14,19,25,30,24,30,30,25,30,25,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,14,14,19,25,24,30,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,9,10,4,10,17,10,
10,10,4,4,4,4,10,15,14,14,19,25,30,24,30,30,25,31,32,32,26,33,27,27,21,15,8,8,1,1,2,9,4,4,10,17,10,
10,10,4,4,4,4,10,15,14,14,19,25,30,24,30,30,24,30,25,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,14,14,20,26,19,24,30,30,25,31,32,32,27,27,27,27,20,20,14,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,16,21,14,19,25,30,24,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,9,15,14,14,19,25,30,30,30,30,25,31,32,32,27,27,27,27,21,16,9,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,14,14,19,25,30,24,24,30,30,25,32,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,14,14,19,25,30,24,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,8,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,8,14,19,25,30,25,30,30,25,31,32,32,27,27,27,27,21,15,8,8,8,8,1,1,1,8,3,4,3,
3,3,4,4,4,4,10,15,20,13,19,25,30,24,30,30,25,30,25,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,8,8,8,
8,15,8,3,4,4,10,15,14,14,19,25,30,24,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,14,14,19,25,30,24,30,30,25,31,32,32,27,27,27,27,22,15,8,8,7,2,2,1,1,8,3,4,3,
3,3,4,4,4,4,10,9,9,14,19,24,30,24,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,9,10,4,10,17,10,
10,10,4,4,4,4,10,15,14,14,14,19,24,24,30,30,24,30,25,25,32,32,27,27,21,15,8,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,15,20,20,25,30,24,30,30,25,31,26,26,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,14,14,19,25,30,24,30,30,25,31,26,26,27,27,27,27,22,15,8,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,14,14,19,26,19,24,30,30,25,25,32,32,27,27,27,27,21,15,8,8,1,1,1,2,3,4,10,17,10,
10,10,4,4,4,4,10,15,14,14,19,25,30,24,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,9,4,4,10,17,10,
10,10,4,4,4,4,10,15,20,13,19,25,30,24,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,14,14,19,26,19,24,30,30,25,31,32,32,27,27,27,27,21,15,8,8,8,8,1,1,1,8,3,4,3,
3,3,3,4,4,4,10,15,14,14,19,25,30,24,31,30,30,25,32,32,27,27,27,27,21,15,15,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,14,14,19,25,25,30,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,2,3,4,10,17,10,
10,10,4,4,4,4,10,15,14,14,19,25,30,24,30,30,25,31,26,26,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,14,14,19,25,30,24,30,30,25,31,32,32,33,32,27,27,21,15,8,8,1,1,2,9,4,3,3,8,8,
8,9,4,4,4,4,10,15,20,13,19,25,30,24,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,14,14,19,25,30,24,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,4,
4,10,10,3,4,4,10,15,14,14,19,25,30,25,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,8,8,8,
8,9,10,4,4,4,10,16,21,14,19,25,30,24,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,14,14,19,25,30,24,30,30,30,25,32,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,8,8,8,
8,9,4,4,4,4,10,15,14,14,19,25,30,25,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,14,14,19,25,30,24,30,30,25,32,31,26,27,27,27,27,21,15,8,8,1,1,8,9,4,3,8,8,8,
8,9,4,4,4,4,10,15,8,14,19,25,30,24,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,9,4,9,2,8,8,
8,9,4,4,4,4,10,15,14,14,19,25,30,24,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,14,14,19,25,30,24,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,3,10,4,10,17,10,
10,10,4,4,4,4,11,16,21,14,19,25,30,24,30,30,25,31,32,32,27,27,27,27,21,15,15,9,8,8,1,1,1,8,3,4,3,
3,3,4,4,4,4,4,10,15,20,20,25,26,25,30,30,25,31,32,32,27,27,27,27,21,15,8,8,2,7,7,2,7,2,1,1,7,
7,8,1,8,9,4,10,15,14,14,19,25,30,30,31,25,25,31,32,32,27,27,27,27,20,20,14,8,1,1,1,2,3,4,10,17,10,
10,10,5,4,4,4,10,15,14,14,19,25,30,24,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,10,10,15,
15,9,4,4,4,4,10,16,21,14,19,25,30,24,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,2,
2,9,4,4,4,4,10,15,14,14,19,25,30,24,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,14,14,19,19,24,30,30,30,25,31,32,32,27,27,27,27,22,15,14,8,1,1,2,9,3,4,10,17,10,
10,10,4,4,4,4,10,15,14,14,19,25,30,24,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,20,13,19,25,30,24,30,30,25,31,32,32,27,27,27,27,21,21,15,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,9,15,14,14,19,26,19,24,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,10,10,15,
15,9,4,4,4,4,10,15,14,14,19,25,30,24,30,30,25,31,32,32,27,27,27,27,27,26,26,20,14,7,1,1,1,2,3,4,4,
4,10,10,3,4,4,9,15,14,14,19,25,30,24,30,30,31,24,30,25,32,32,27,27,21,15,8,8,1,1,2,8,1,8,3,10,4,
4,10,10,9,9,4,10,15,20,13,19,25,30,24,30,30,25,31,32,32,27,27,27,27,21,15,8,8,8,8,1,1,1,8,3,3,4,
4,10,10,3,4,4,10,15,14,14,19,25,30,24,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,14,14,19,25,30,24,30,30,25,31,31,26,27,27,27,27,21,16,9,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,14,14,19,25,25,30,30,30,25,32,31,26,27,27,27,27,21,15,8,8,1,1,2,2,3,4,10,17,10,
10,10,4,4,4,4,10,15,14,14,19,25,31,31,24,30,30,30,25,32,27,27,27,27,21,15,8,8,1,1,2,8,1,8,3,4,3,
3,3,10,4,4,4,10,15,14,14,19,25,30,24,30,30,25,31,32,32,26,33,33,27,27,20,14,8,2,7,1,1,1,8,2,9,4,
4,10,10,3,4,4,4,10,15,20,20,25,20,25,30,30,25,31,32,32,27,27,27,27,27,27,20,14,8,8,1,1,1,8,3,4,3,
3,3,4,4,4,4,9,15,14,14,19,25,30,24,30,30,25,31,32,32,27,27,27,27,27,20,13,7,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,14,14,19,25,30,24,30,30,24,30,31,26,27,27,27,27,21,15,8,8,1,1,2,9,4,9,2,8,8,
8,9,4,4,4,4,10,16,21,14,19,25,30,30,31,25,30,25,31,26,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,4,
4,10,10,3,4,4,10,10,10,15,20,25,30,24,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,14,14,19,25,30,24,30,30,25,30,25,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,14,14,19,25,30,24,30,30,25,30,25,32,27,27,27,27,21,15,8,8,1,1,2,9,3,4,10,17,10,
10,10,4,4,4,4,10,15,14,14,19,25,24,30,30,30,25,31,26,26,33,32,26,27,27,20,14,8,1,1,2,9,4,9,2,9,3,
3,3,4,4,4,4,10,15,8,14,19,25,31,31,30,30,25,31,32,32,27,27,27,27,27,20,14,8,1,1,2,9,4,3,9,9,4,
4,4,11,5,4,4,10,15,14,14,19,25,30,24,30,30,25,25,32,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,14,14,19,25,30,24,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,3,
3,3,4,4,4,4,10,15,14,14,14,19,24,30,30,30,30,25,32,32,27,27,27,27,21,15,8,8,1,1,1,2,3,4,10,17,10,
10,10,4,4,4,4,10,15,14,14,14,19,24,30,30,30,25,31,31,26,27,27,27,27,21,15,8,8,1,1,1,2,3,4,10,17,10,
10,10,4,4,4,4,10,15,14,14,19,26,19,24,30,30,25,31,32,32,27,27,27,27,21,15,8,8,1,1,2,9,4,3,9,9,3,
