0,7,2,9,2,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,1,8,9,4,5,4,4,9,10,10,9,2,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,3,4,4,9,9,2,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,8,2,9,4,11,4,4,9,4,9,2,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,3,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,2,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,8,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,3,4,4,9,9,2,1,1,
1,7,2,9,2,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,9,8,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,2,9,2,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,9,4,4,4,9,8,1,1,
1,7,8,9,9,9,3,4,4,9,9,2,1,1,
1,7,2,9,2,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,3,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,7,2,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,2,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,8,1,
1,7,8,9,9,9,4,4,9,9,9,8,2,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,3,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,3,4,4,9,9,2,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,7,2,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,2,9,2,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
1,7,8,9,9,9,4,4,9,9,9,8,1,1,
